symbol,timeframe,total_trades,winrate,profit_factor,expectancy,net_profit,max_drawdown,overall_score
USDJPYm,H4,7,100.0,0.0,183.57142857142807,1284.9999999999966,0.0,66.71428571428561
USDJPYm,H1,13,100.0,0.0,73.07692307692658,950.0000000000455,0.0,44.61538461538532
GBPUSDm,H4,6,100.0,0.0,1.9449999999999745,11.669999999999847,0.0,30.388999999999996
EURUSDm,H4,11,100.0,0.0,1.0500000000000156,11.550000000000171,0.0,30.210000000000004
GBPUSDm,H1,6,100.0,0.0,0.7650000000000157,4.590000000000094,0.0,30.153000000000002
EURUSDm,H1,7,100.0,0.0,0.28714285714286675,2.0100000000000673,0.0,30.057428571428574
